category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Simulation Games,"30 Jul, 2024",MorningHeart,Endless Casual Drive,win,385 руб.,Mixed,25,"Casual,Automobile,Sim,Nature,Simulation,Life,Sim,3D,Singleplayer,Immersive,Sim,Idler,Realistic,First-Person,Third,Person,1980s,Transportation,Relaxing,Artificial,Intelligence,Character,Customization"
Casual Games,"25 Aug, 2023",HapGames,Xonix Casual Edition,win,280 руб.,Mostly Positive,14,"1990's,Remake,1980s,Retro,Arcade,Casual,Puzzle,Board,Game,Tabletop,3D,Platformer,Nonlinear,Puzzle,Platformer,Top-Down,Colorful,Abstract,Atmospheric,Minimalist,Psychedelic,3D,Indie"
Casual Games,"14 Feb, 2020",Daniel Brendel,Casual Desktop Game,win,Free,Very Positive,187,"Casual,Clicker,Sandbox,Moddable,Old,School,1990's,1980s,Action,Early,Access,Indie,Free,to,Play,Memes,Destruction,Singleplayer,Arcade,Boomer,Shooter,Shoot,'Em,Up,2D,Minimalist,Pixel,Graphics"
Sports Games,"21 Dec, 2023",Patrick Dinklage,Casual Pro Wrestling,win,550 руб.,Very Positive,56,"Wrestling,Action,3D,Old,School,Character,Customization,Sports,Local,Multiplayer,Comedy,Martial,Arts,Singleplayer,Early,Access,Casual,Indie,Multiplayer,PvP"
Racing Games,Q3 2025,Infinite Loop,Casual Cruise,win,None,,,"Racing,Driving,Automobile,Sim,Arcade,First-Person,Third,Person,Realistic,Physics,Indie,Early,Access,Multiplayer,Singleplayer"
Casual Games,"27 Mar, 2024",鄭伯,Casual Mahjong,"win,mac,linux",165 руб.,Mixed,23,"Casual,Mahjong,Strategy,Tabletop,Relaxing,Singleplayer,Card,Game,Board,Game,3D,Top-Down,Funny"
Action Games,To be announced,Crit Kitchen,Act Casual,"win,mac",None,,,"Action,Casual,3D,Fighter,3D,Cute,Third,Person,Aliens,Combat,Controller,Physics,4,Player,Local,Local,Multiplayer,Multiplayer,Indie,Family,Friendly,Funny,PvP,Singleplayer,Minigames,Party"
Simulation Games,"16 May, 2018",CasGames,Casual Penalty,win,30 руб.,Mostly Positive,64,"Casual,Sports,Simulation"
Simulation Games,Q3 2025,Vladimir Slav,Casual Trucking,"win,mac,linux",None,,,"Driving,Transportation,Economy,Casual,Management,Simulation,Automobile,Sim,3D,Relaxing,Open,World,Controller,Third,Person,Cartoony,Family,Friendly,Singleplayer"
Racing Games,"27 Feb, 2020",Mystik'art,Racing Glider,win,175 руб.,Mixed,30,"Racing,Indie,Sports,Casual,Physics,Early,Access"
Racing Games,"3 Dec, 2024",Finebe,Reindeer Racing,win,Free,Mostly Positive,14,"Multiplayer,Combat,Racing,Driving,Sports,Racing,PvE,PvP,Party,Game,Destruction,Singleplayer,Family,Friendly,Arcade,Indie,3D,Comedy,Third,Person,Funny,Casual,Snow,Cartoony"
Racing Games,"13 Aug, 2018",Simple Racing,Simple Racing,"win,mac,linux",133 руб.,Mixed,12,"Massively,Multiplayer,Indie,Casual,Racing"
Racing Games,"19 Sep, 2019",Igor Kovalenko,Racing angle,win,82 руб.,Mixed,18,"Racing,Action,Indie,Casual,Simulation"
Racing Games,"14 Jun, 2020",Rabotiagi games,Racing Juke,win,41 руб.,Mixed,28,"Racing,Sports,Action,Simulation,Casual,Indie,Arcade,Driving,Great,Soundtrack,Funny,Atmospheric,Singleplayer,Cartoony,Colorful,Time,Attack,Arena,Shooter,Memes"
Racing Games,"15 May, 2020",Team Dreamstate,Dreamstate Racing,win,Free,Mixed,36,"Racing,Free,to,Play,Casual,Arcade,Multiplayer,Futuristic,Split,Screen"
Action Games,"10 Jul, 2020",Space River,Covid-Racing,"win,mac",82 руб.,Positive,10,"Action,Indie,Strategy,Racing,Adventure,Zombies,Shooter,Violent,Top-Down,Shooter"
Free To Play Games,"23 May, 2022",Phantom Interactive,Phantom Racing,"win,mac",Free To Play,Mixed,91,"Massively,Multiplayer,Racing,3D,Sports,Multiplayer,Arcade,Automobile,Sim,Turn-Based,Strategy,Real,Time,Tactics,Turn-Based,Tactics,Time,Management,3D,Vision,Realistic,Third,Person,Driving,Family,Friendly,Management,PvP,Character,Customization,Controller"
Racing Games/Conglomerate 5 Franchise,"2 Aug, 2017",Tero Lunkka,Nash Racing,win,165 руб.,Mixed,97,"Racing,Indie"
Indie Games,"23 Jan, 2022",Enaayah Software Development and Services Private Limited,Racing Outlaws,"win,mac,linux",22 руб.,Positive,27,"Action,Racing,Adventure,Arcade,3D,Platformer,Action,Roguelike,3D,Sports,Indie,Strategy,Atmospheric,Combat,Singleplayer,Multiplayer,Casual,4X,Auto,Battler,Automobile,Sim,Beat,'em,up,eSports"
Racing Games,"11 Feb, 2024",Hardi,Farm Racing,win,1200 руб.,Positive,11,"Racing,Casual,Arcade,3D,Stylized,Colorful,Atmospheric,Driving,Indie,Linear,Singleplayer"
Racing Games,"28 Dec, 2023",Fragile Software,Barely Racing,win,350 руб.,Positive,16,"Combat,Racing,Top-Down,Multiplayer,Racing,4,Player,Local,Vehicular,Combat,Driving,PvE,PvP,Automobile,Sim,Shooter,3D,Isometric,Post-apocalyptic,Action,Casual,Combat,Singleplayer,Local,Multiplayer,Arcade"
Free To Play Games,"2 Nov, 2017",Titulum Enterprises Limited,Warspear Online,"win,mac,linux",Free To Play,Mostly Positive,2814,"MMORPG,Free,to,Play,Pixel,Graphics,Massively,Multiplayer,RPG,Multiplayer,Online,Co-Op,Fantasy,Retro,PvP,2D,Difficult,Atmospheric,Adventure,Open,World,Story,Rich,Strategy,Sexual,Content"
Casual Games,Coming soon,1ming益铭,BabyRace,win,None,,,"Cute,Funny,Casual,Party,Game,Shooter,Battle,Royale,Runner,PvP,Co-op,Online,Co-Op,Racing,Multiplayer,Early,Access,Indie"
Racing Games,"2 Aug, 2024",Gustav Olsson,Seaside Racing,"win,linux",Free To Play,Positive,30,"Racing,Physics,Multiplayer,4,Player,Local,Split,Screen,Local,Multiplayer,Simulation,Arcade,Offroad,Driving,3D,Platformer,Family,Friendly,Exploration,3D,Combat,Racing,Vehicular,Combat,Automobile,Sim,PvE,PvP,Destruction"
Racing Games,"12 Feb, 2013",KW Studios,RaceRoom Racing Experience,win,None,Mostly Positive,23404,"Free,to,Play,Racing,Automobile,Sim,Realistic,Multiplayer,Driving,Simulation,Competitive,Physics,PvP,Difficult,Sports,Controller,VR,Singleplayer,First-Person,Massively,Multiplayer,eSports,Co-op,Artificial,Intelligence"
Racing Games,"28 Jan, 2025",Jiffy Goat,Southside Racing,win,Free,Positive,20,"Racing,Combat,Racing,Controller,Comedy,Free,to,Play,Funny,Combat,Vehicular,Combat,3D,Multiplayer"
Simulation Games,"8 Jan, 2025",Amistech Games,My Summer Car,win,349 руб.,Very Positive,83293,"Automobile,Sim,Simulation,Driving,Open,World,Survival,Realistic,First-Person,Building,Racing,Singleplayer,Funny,Sandbox,Early,Access,Difficult,Perma,Death,Multiplayer,Comedy,Indie,Adventure,Psychological,Horror"
Simulation Games,"10 Nov, 2021",FishSoft LLC,Russian Fishing 4,win,Free To Play,Mixed,72338,"Fishing,Multiplayer,Free,to,Play,Simulation,Nature,Realistic,Relaxing,First-Person,Crafting,Immersive,Sim,Sports,Atmospheric,Singleplayer,Open,World,Survival,Massively,Multiplayer,Casual,Adventure,RPG,Family,Friendly"
Racing Games,"20 Mar, 2023",Enoops,Turbo Racing,win,150 руб.,Positive,14,"Racing,Arcade,3D,Cute,Atmospheric,Survival,PvE,Indie,Singleplayer"
Strategy Games,"23 Sep, 2024",KANNADE,Future Simulation World,win,360 руб.,Mixed,20,"Simulation,Strategy,Indie"
Adventure Games/Pine Studio Franchise,"19 Oct, 2021",Pine Studio,Escape Simulator,"win,mac,linux",799 руб.,Very Positive,14572,"Puzzle,Co-op,Multiplayer,Escape,Room,First-Person,Adventure,Online,Co-Op,Mystery,Controller,Singleplayer,Family,Friendly,Casual,Simulation,Indie,VR,Story,Rich,Investigation,Point,&,Click,Exploration,Level,Editor"
Simulation Games,"30 Nov, 2016",VIS-Games,Roadworks - The Simulation,win,200 руб.,Mixed,23,Simulation
Simulation Games,"21 Nov, 2016",Xemory LLC,Xemo® : Robot Simulation,"win,mac",Free To Play,Mixed,69,"Simulation,Early,Access"
Adventure Games,"24 May, 2017",BrainStrainStudios,P-Walker's Simulation,win,79 руб.,Mixed,14,"Early,Access,Simulation,Action,Adventure,Indie,Violent,Nudity,Racing"
Racing Games/Assetto Corsa Official Franchise,"19 Dec, 2014",Kunos Simulazioni,Assetto Corsa,win,831 руб.,Very Positive,115976,"Racing,Automobile,Sim,Simulation,Driving,Multiplayer,VR,Realistic,Sports,Moddable,Open,World,Controller,Singleplayer,Physics,First-Person,Replay,Value,Indie,Action,3D,Vision,TrackIR,Artificial,Intelligence"
Education,"24 Feb, 2021",SilverSun Pictures,Refrigerant Recovery Simulation,win,Free,Positive,25,"Education,Simulation,Realistic,3D,Immersive,Sim,Building,Physics,Tutorial,First-Person,Singleplayer,Point,&,Click"
Simulation Games,"25 Apr, 2022",Soner ÇakırIottech Bilişim Danışmanlık Limited Şirketi,Ambulance Emergency Simulation,win,320 руб.,Positive,11,"Simulation,Casual,Platformer,Life,Sim,Automobile,Sim,Medical,Sim,3D,Driving,Nature,Logic,Modern,Indie,Transportation,Open,World,Singleplayer,First-Person"
Simulation Games,"18 Sep, 2012",VIS-Games,Firefighters - The Simulation,win,320 руб.,Mixed,71,"Simulation,Action"
Early Access Games,"8 Nov, 2013",The Indie Stone,Project Zomboid,"win,mac,linux",710 руб.,Very Positive,282094,"Survival,Zombies,Open,World,Multiplayer,Open,World,Survival,Craft,Sandbox,Post-apocalyptic,Co-op,Crafting,Building,Indie,Simulation,RPG,Survival,Horror,Realistic,Isometric,Singleplayer,2D,Adventure,Early,Access"
Racing Games/Plug In Digital Franchise,"22 Mar, 2017",MagicIndie,Cyberline Racing,"win,mac",29 руб.,Mixed,180,"Racing,Action,Indie"
Action Games,"28 Sep, 2022",Siege Camp,Foxhole,win,737 руб.,Very Positive,38805,"Massively,Multiplayer,Wargame,Military,Base,Building,Open,World,Sandbox,World,War,II,War,Top-Down,Tactical,PvP,Strategy,Top-Down,Shooter,Team-Based,Multiplayer,Co-op,Crafting,Shooter,Action,RPG"
Casual Games,Coming soon,1ming益铭,BabyRace,win,None,,,"Cute,Funny,Casual,Party,Game,Shooter,Battle,Royale,Runner,PvP,Co-op,Online,Co-Op,Racing,Multiplayer,Early,Access,Indie"
Simulation Games,"17 Oct, 2018",Ludeon Studios,RimWorld,"win,mac,linux",1099 руб.,Overwhelmingly Positive,176705,"Colony,Sim,Base,Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,Moddable,City,Builder,Open,World,Procedural,Generation,2D,Sci-fi,Indie,Space,Tactical,RPG,Cartoony,Western"
Simulation Games,"6 Oct, 2021",Gaming-Apps.com,Water Physics Simulation,win,350 руб.,Very Positive,76,"Simulation,Sandbox,Physics,Destruction,Building,Automobile,Sim,God,Game,2D,Relaxing,Indie,Casual,Minimalist,Singleplayer,Cartoon"
Racing Games,"14 Jul, 2017",PiBoSo,Kart Racing Pro,win,1300 руб.,Very Positive,703,"Racing,Simulation,Sports,Automobile,Sim,VR,Multiplayer"
Racing Games,"30 Nov, 2022",GOATi Entertainment,22 Racing Series | RTS-Racing,win,465 руб.,Mixed,12,"Early,Access,Racing,Automobile,Sim,Fast-Paced,Multiplayer,Futuristic,Competitive,Co-op,Online,Co-Op,Sports,Strategy,Driving,Physics,Simulation,VR,Sci-fi,Colorful,Time,Attack,Local,Multiplayer,Split,Screen"
RPG Games/Owlcat Games Ltd. Franchise,"2 Sep, 2021",Owlcat Games,Pathfinder: Wrath of the Righteous - Enhanced Edition,"win,mac",1499 руб.,Very Positive,29428,"Adventure,Turn-Based,Combat,Singleplayer,Romance,Isometric,Strategy,Tactical,Action,Tactical,RPG,Female,Protagonist,Party-Based,RPG,Turn-Based,Strategy,Class-Based,RPG,Magic,Fantasy,Story,Rich,Character,Customization,CRPG,Choices,Matter"
Racing Games/Wired Productions Franchise,"6 Nov, 2018",Caged Element Inc.,GRIP: Combat Racing,win,515 руб.,Very Positive,3360,"Racing,Action,Indie,Automobile,Sim,Futuristic,Combat,Racing,Multiplayer,Fast-Paced,Split,Screen,Local,Multiplayer,Driving,Arcade,Sci-fi,Great,Soundtrack,Vehicular,Combat,Singleplayer,VR,Shooter,Combat,Classic"
Racing Games/Nacon Games Franchise,"19 Aug, 2021",Nacon Studio Milan,RiMS Racing,win,709 руб.,Mixed,310,"Racing,First-Person,Driving,Multiplayer,Singleplayer,Action,Simulation,Automobile,Sim,Sports,Realistic,Third,Person,Atmospheric,Physics,Motorbike,Character,Customization,Local,Multiplayer,3D,PvP,Inventory,Management,Bikes"
Action Games/New Blood Interactive Franchise,"3 Sep, 2020","Arsi ""Hakita"" Patala",ULTRAKILL,win,765 руб.,Overwhelmingly Positive,145408,"Boomer,Shooter,Fast-Paced,FPS,Blood,Character,Action,Game,Arena,Shooter,Spectacle,fighter,Retro,Singleplayer,Shooter,Difficult,Great,Soundtrack,First-Person,Action,Score,Attack,Colorful,Robots,Old,School,Cyberpunk,Early,Access"
Racing Games/Dai Yong Xiang【alex94i60】 Franchise,"28 Feb, 2024",戴永翔(Dai Yong Xiang),LOLI RACING,win,150 руб.,Positive,13,"Racing,JRPG,Combat,Racing,Anime,PvP,PvE,Co-op,Indie,Singleplayer,Casual,Multiplayer,RPG,Online,Co-Op"
Racing Games,"27 May, 2021","Boundless Dynamics, LLC",Jetborne Racing,win,259 руб.,Very Positive,454,"Racing,Simulation,Flight,VR,Multiplayer,Futuristic,Immersive,Sim,Physics,Indie,Singleplayer"
Racing Games/Curve Games Franchise,"10 Sep, 2020",Sumo Digital LtdLucky Mountain Games,Hotshot Racing,win,46 руб.,Mostly Positive,1161,"Racing,Indie,Arcade,Multiplayer,Split,Screen,Singleplayer,Local,Multiplayer,Action,Old,School,Retro,Driving,Online,Co-Op,Local,Co-Op,Pixel,Graphics,Stylized,Abstract,1990's,PvP,Vehicular,Combat,Score,Attack"
Simulation Games/Factorio/Downloadable Content,"21 Oct, 2024",Wube Software LTD.,Factorio: Space Age,"win,mac,linux",1200 руб.,Very Positive,5221,"Automation,Base,Building,Resource,Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open,World,Building,Co-op,Simulation,2D,Moddable,Indie,Singleplayer,Trains,Pixel,Graphics,City,Builder"
Racing Games/Assetto Corsa Official Franchise,"29 May, 2019",Kunos Simulazioni,Assetto Corsa Competizione,win,3127 руб.,Very Positive,25981,"Racing,Automobile,Sim,Simulation,VR,Multiplayer,Driving,Realistic,Sports,Controller,Singleplayer,Open,World,eSports,Online,Co-Op,Competitive,First-Person,Early,Access,Atmospheric,Moddable,Difficult,PvP"
Simulation Games,Q4 2025,Straight4 Studios,Project Motor Racing,win,1900 руб.,,,"Simulation,Immersive,Sim,Racing,First-Person,Realistic,Driving,Moddable,Automobile,Sim,Physics,Multiplayer,Singleplayer,VR,Third,Person,Psychological,Horror"
Action Games/Snail Games USA Franchise,"27 Aug, 2017",Studio WildcardInstinct GamesEfecto StudiosVirtual Basement LLC,ARK: Survival Evolved,"win,mac",550 руб.,Very Positive,545988,"Open,World,Survival,Craft,Survival,Multiplayer,Open,World,Dinosaurs,Crafting,Building,Adventure,Base,Building,Co-op,Action,Sandbox,First-Person,Massively,Multiplayer,Singleplayer,Early,Access,RPG,Dragons,Sci-fi,Indie"
Racing Games/Assetto Corsa Official Franchise,"19 Dec, 2014",Kunos Simulazioni,Assetto Corsa,win,831 руб.,Very Positive,115973,"Racing,Automobile,Sim,Simulation,Driving,Multiplayer,VR,Realistic,Sports,Moddable,Open,World,Controller,Singleplayer,Physics,First-Person,Replay,Value,Indie,Action,3D,Vision,TrackIR,Artificial,Intelligence"
Racing Games,"17 Nov, 2017","CarX Technologies, LLC",CarX Drift Racing Online,win,769 руб.,Overwhelmingly Positive,76882,"Racing,Driving,Automobile,Sim,Multiplayer,Simulation,Sports,Open,World,Massively,Multiplayer,Controller,VR,Singleplayer,Arcade,Realistic,Local,Multiplayer,Co-op,Mod,Games,Workshop,Casual,Action,Early,Access"
Racing Games,"12 Jan, 2015",iRacing.com Motorsport SimulationsiRacing,iRacing,win,None,Very Positive,3381,"Racing,Automobile,Sim,Simulation,VR,Sports,Driving,Multiplayer,Massively,Multiplayer,Realistic,Singleplayer,Controller,eSports,First-Person,Action"
Racing Games/SC Jogos Franchise,"11 Sep, 2020",SC Jogos,Barro Racing,win,105 руб.,Very Positive,978,"Indie,Racing,Sports,Multiplayer,PvP,Arcade,Driving,Automobile,Sim,Immersive,Sim,Simulation,Time,Attack,Local,Multiplayer,Singleplayer,Split,Screen,Casual,4,Player,Local,Sequel,3D,Retro,Trading,Card,Game"
Indie Games/CRITICAL REFLEX Franchise,"4 Apr, 2024",Mike Klubnika,Buckshot Roulette,"win,linux",99 руб.,Overwhelmingly Positive,82069,"Multiplayer,Dark,Gambling,Horror,First-Person,Strategy,Singleplayer,Indie,3D,Psychological,Puzzle,Blood,Psychological,Horror,Experimental,Action,Roguelike,Simulation,Surreal,FPS,Roguelite"
Action Games/PikPok Franchise,"9 Apr, 2025",PikPok,Into the Dead: Our Darkest Days,"win,mac",880 руб.,Very Positive,3403,"Early,Access,Survival,Zombies,Horror,Strategy,Side,Scroller,Immersive,Sim,2.5D,Survival,Horror,Atmospheric,Stealth,Action,Management,Crafting,Post-apocalyptic,Choices,Matter,Perma,Death,Psychological,Horror,Simulation,Psychological"
Simulation Games/Factorio/Downloadable Content,"21 Oct, 2024",Wube Software LTD.,Factorio: Space Age,"win,mac,linux",1200 руб.,Very Positive,5221,"Automation,Base,Building,Resource,Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open,World,Building,Co-op,Simulation,2D,Moddable,Indie,Singleplayer,Trains,Pixel,Graphics,City,Builder"
Adventure Games,"14 Feb, 2001",GameXP.com,Parkan: Iron Strategy,win,180 руб.,Positive,28,"Action,Simulation,Mechs,Strategy,RPG,RTS,Exploration,FPS,CRPG,3D,First-Person,Sci-fi,Robots,1990's,Atmospheric,Futuristic,Old,School,Combat,Story,Rich,PvE"
Strategy Games,"22 May, 2020",Iron Boar Labs Ltd.,High Strategy: Urukon,win,259 руб.,Very Positive,98,"Indie,Strategy,Grand,Strategy,Resource,Management,2D,Sci-fi,Turn-Based,Strategy,Turn-Based,War,Experimental,Singleplayer,Top-Down,PvE,Hand-drawn,Post-apocalyptic"
Strategy Games,"9 Oct, 2022",GC Studio,Strategy,win,154 руб.,Mixed,20,"Turn-Based,Strategy,Strategy,Card,Game,Roguelike,Horror,3D,Story,Rich,Singleplayer,Roguelite,Artificial,Intelligence,Drama,Futuristic,Multiplayer,Early,Access"
Early Access Games,Q3 2025,Kevin Smith,Exit Strategy,win,None,,,"Early,Access,Casual,Strategy,Sandbox,Puzzle,Level,Editor,Comedy,Stealth,Exploration,Realistic,Third,Person,Escape,Room,Family,Friendly,Funny,Modern,Relaxing,Satire,Character,Customization,Controller,Physics"
Strategy Games,To be announced,Tensssion Games,Masked Strategy,"win,mac,linux",None,,,"Dark,Strategy,Singleplayer,Turn-Based,Strategy,Difficult,Indie,Psychological,Robots,Puzzle,Atmospheric,Choices,Matter,Point,&,Click,2D"
Strategy Games/Talberon Games Franchise,2025,Talberon Games,Superstar Strategy,"win,linux",None,,,"Tactical,RPG,Turn-Based,Tactics,PvP,Strategy,RPG,Turn-Based,Strategy,JRPG,Tactical,Strategy,Retro,RPG,Pixel,Graphics,War,Fantasy,Grid-Based,Movement,2D,Turn-Based,Combat,Anime,Colorful,Swordplay,Cute"
Simulation Games,"5 Jun, 2020",Pavel Kudinov,Space Simulation Toolkit,win,497 руб.,Mostly Positive,343,"Simulation,Early,Access,Indie,Physics,Sandbox,Free,to,Play,Artificial,Intelligence,2D,Space,Space,Sim,Education,2D,Platformer,Exploration,Roguelite,1980s,1990's,Singleplayer,Building"
Adventure Games,Coming soon,Meys Gaming,Gassal Simulation,win,None,,,"Early,Access,Simulation,Multiplayer,Singleplayer,Tutorial,Casual,FPS,Driving,Education,Physics,Life,Sim,Open,World,Action-Adventure,3D,Match,3,First-Person,Family,Friendly,Exploration,Action,Detective"
Simulation Games,"29 May, 2015",BeamNG,BeamNG.drive,win,880 руб.,Overwhelmingly Positive,292889,"Simulation,Driving,Physics,Destruction,Realistic,Automobile,Sim,Sandbox,Open,World,Racing,Moddable,Multiplayer,Singleplayer,Early,Access,First-Person,Third,Person,Funny,Exploration,Adventure,Action,Flight"
Simulation Games,"12 Nov, 2024",Giants Software,Farming Simulator 25,"win,mac",2427 руб.,Very Positive,20735,"Simulation,Farming,Sim,Realistic,3D,Immersive,Sim,First-Person,Time,Management,Economy,Multiplayer,Third,Person,Building,Management,Atmospheric,Nature,Relaxing,Online,Co-Op,Farming,Physics,Singleplayer,Moddable"
Strategy Games,"31 Aug, 2018",Starni Games,Panzer Strategy,win,1351 руб.,Mixed,432,"Board,Game,Turn-Based,Tactics,Education,Turn-Based,Difficult,Turn-Based,Strategy,Strategy,Historical,Tanks,Turn-Based,Combat,Realistic,Military,Tactical,World,War,II,Hex,Grid,War,Singleplayer,Indie,Replay,Value,Early,Access"
Adventure Games,To be announced,Playmestudio,The Simulation,win,None,,,"Adventure,Horror,Mystery,Puzzle,Exploration,Game,Development,3D,First-Person,VR,Surreal,Linear,Story,Rich,Realistic,Sci-fi,Thriller,Investigation,Psychological,Dark,Singleplayer"
Indie Games/ProjectMoon_Official Franchise,"9 Apr, 2018",ProjectMoon,Lobotomy Corporation | Monster Management Simulation,win,465 руб.,Very Positive,39808,"Management,Difficult,Story,Rich,Psychological,Horror,Simulation,Horror,Gore,Great,Soundtrack,Singleplayer,Indie,Strategy,2D,Cute,Lovecraftian,Anime,Atmospheric,RTS,Roguelike,Roguelite,Visual,Novel"
Simulation Games/SCS Software Franchise,"18 Oct, 2012",SCS Software,Euro Truck Simulator 2,"win,mac,linux",1249 руб.,Overwhelmingly Positive,653062,"Driving,Transportation,Simulation,Open,World,Automobile,Sim,Realistic,Moddable,Relaxing,Exploration,Economy,Immersive,Sim,Management,Atmospheric,Multiplayer,Controller,Family,Friendly,Third,Person,Adventure,Casual,Indie"
