category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Racing Games,"17 Nov, 2017","CarX Technologies, LLC",CarX Drift Racing Online,win,"67,99zł",Overwhelmingly Positive,76882,"Racing,Driving,Automobile,Sim,Multiplayer,Simulation,Sports,Open,World,Massively,Multiplayer,Controller,VR,Singleplayer,Arcade,Realistic,Local,Multiplayer,Co-op,Mod,Games,Workshop,Casual,Action,Early,Access"
Action Games,"30 Jan, 2021",Enaayah Software Development and Services Private Limited,Casual Commando,"win,mac,linux","2,72zł",2 user reviews,2,"Action,Adventure,RPG,Simulation,Strategy,Action-Adventure,Battle,Royale,God,Game,Visual,Novel,Shoot,'Em,Up,Survival,Horror,Wargame,3D,Colorful,Cute,Isometric,Pixel,Graphics,Survival,War,Warhammer,40K"
Game Development,"15 Jun, 2022",Daniel Brendel,Casual Game Engine,win,Free,Mixed,12,"Game,Development,Programming,2D,2D,Fighter,Top-Down,Shooter,Top-Down,Sandbox,Arena,Shooter,Shoot,'Em,Up,Pixel,Graphics,1990's,Old,School,Education,Retro,Science,Combat,Vehicular,Combat,Hack,and,Slash,Action,Free,to,Play"
Free To Play Games,"23 Sep, 2017",Fair Games,Casual Spider Solitaire,win,Free To Play,Mixed,47,"Solitaire,Card,Game,Relaxing,Family,Friendly,Indie,Puzzle,Top-Down,Casual,Singleplayer,2D,Free,to,Play"
Casual Games,"25 Aug, 2023",HapGames,Xonix Casual Edition,win,"31,99zł",Mostly Positive,14,"1990's,Remake,1980s,Retro,Arcade,Casual,Puzzle,Board,Game,Tabletop,3D,Platformer,Nonlinear,Puzzle,Platformer,Top-Down,Colorful,Abstract,Atmospheric,Minimalist,Psychedelic,3D,Indie"
Indie Games,"25 May, 2022",Daniel Brendel,Casual Pixel Warrior,win,Free,Mostly Positive,13,"Action,Top-Down,Shooter,Casual,Top-Down,Twin,Stick,Shooter,Shooter,Pixel,Graphics,Retro,2D,Fighter,Shoot,'Em,Up,1990's,Aliens,Destruction,Futuristic,Military,Old,School,Robots,Sci-fi,Survival,Tactical"
Simulation Games,"30 Jul, 2024",MorningHeart,Endless Casual Drive,win,"45,99zł",Mixed,25,"Casual,Automobile,Sim,Nature,Simulation,Life,Sim,3D,Singleplayer,Immersive,Sim,Idler,Realistic,First-Person,Third,Person,1980s,Transportation,Relaxing,Artificial,Intelligence,Character,Customization"
Sports Games,"21 Dec, 2023",Patrick Dinklage,Casual Pro Wrestling,win,"67,99zł",Very Positive,56,"Wrestling,Action,3D,Old,School,Character,Customization,Sports,Local,Multiplayer,Comedy,Martial,Arts,Singleplayer,Early,Access,Casual,Indie,Multiplayer,PvP"
Casual Games,"14 Feb, 2020",Daniel Brendel,Casual Desktop Game,win,Free,Very Positive,187,"Casual,Clicker,Sandbox,Moddable,Old,School,1990's,1980s,Action,Early,Access,Indie,Free,to,Play,Memes,Destruction,Singleplayer,Arcade,Boomer,Shooter,Shoot,'Em,Up,2D,Minimalist,Pixel,Graphics"
Simulation Games,Q3 2025,Vladimir Slav,Casual Trucking,"win,mac,linux",None,,,"Driving,Transportation,Economy,Casual,Management,Simulation,Automobile,Sim,3D,Relaxing,Open,World,Controller,Third,Person,Cartoony,Family,Friendly,Singleplayer"
Action Games,To be announced,Crit Kitchen,Act Casual,"win,mac",None,,,"Action,Casual,3D,Fighter,3D,Cute,Third,Person,Aliens,Combat,Controller,Physics,4,Player,Local,Local,Multiplayer,Multiplayer,Indie,Family,Friendly,Funny,PvP,Singleplayer,Minigames,Party"
Racing Games,Q3 2025,Infinite Loop,Casual Cruise,win,None,,,"Racing,Driving,Automobile,Sim,Arcade,First-Person,Third,Person,Realistic,Physics,Indie,Early,Access,Multiplayer,Singleplayer"
Casual Games,"27 Mar, 2024",鄭伯,Casual Mahjong,"win,mac,linux","17,99zł",Mixed,23,"Casual,Mahjong,Strategy,Tabletop,Relaxing,Singleplayer,Card,Game,Board,Game,3D,Top-Down,Funny"
Action Games,"28 Apr, 2021",Wargaming Group Limited,World of Tanks,win,Free To Play,Very Positive,85940,"Tanks,Free,to,Play,Action,Military,PvP,Vehicular,Combat,Multiplayer,Team-Based,Tactical,Massively,Multiplayer,War,Historical,World,War,II,Simulation,Co-op,Realistic,Shooter,Third,Person,Third-Person,Shooter,PvE"
Simulation Games,"17 Oct, 2018",Ludeon Studios,RimWorld,"win,mac,linux","139,99zł",Overwhelmingly Positive,176705,"Colony,Sim,Base,Building,Survival,Strategy,Sandbox,Management,Building,Simulation,Singleplayer,Moddable,City,Builder,Open,World,Procedural,Generation,2D,Sci-fi,Indie,Space,Tactical,RPG,Cartoony,Western"
Strategy Games/Total War Official Franchise,"16 Feb, 2022",CREATIVE ASSEMBLYFeral Interactive,Total War: WARHAMMER III,"win,mac,linux","289,00zł",Mostly Positive,83035,"Strategy,Turn-Based,Strategy,Grand,Strategy,RTS,Fantasy,Real,Time,Tactics,War,Dark,Fantasy,Action,Dwarf,Tactical,Games,Workshop,Atmospheric,Multiplayer,Colorful,Co-op,PvP,Singleplayer,Warhammer,40K,Online,Co-Op"
Simulation Games,"16 May, 2018",CasGames,Casual Penalty,win,"3,59zł",Mostly Positive,64,"Casual,Sports,Simulation"
Strategy Games/Civilization Franchise Franchise,"10 Feb, 2025",Firaxis Games,Sid Meier's Civilization VII,"win,mac,linux","299,00zł",Mixed,30877,"Strategy,Turn-Based,Strategy,4X,Grand,Strategy,Historical,Simulation,Hex,Grid,Multiplayer,Tactical,Singleplayer,City,Builder,Political,Sim,Diplomacy,Turn-Based,Tactics,Alternate,History,Economy,War,PvP,Replay,Value,Stylized"
Strategy Games,To be announced,Tensssion Games,Masked Strategy,"win,mac,linux",None,,,"Dark,Strategy,Singleplayer,Turn-Based,Strategy,Difficult,Indie,Psychological,Robots,Puzzle,Atmospheric,Choices,Matter,Point,&,Click,2D"
Early Access Games,Q3 2025,Kevin Smith,Exit Strategy,win,None,,,"Early,Access,Casual,Strategy,Sandbox,Puzzle,Level,Editor,Comedy,Stealth,Exploration,Realistic,Third,Person,Escape,Room,Family,Friendly,Funny,Modern,Relaxing,Satire,Character,Customization,Controller,Physics"
Strategy Games,"9 Oct, 2022",GC Studio,Strategy,win,"21,99zł",Mixed,20,"Turn-Based,Strategy,Strategy,Card,Game,Roguelike,Horror,3D,Story,Rich,Singleplayer,Roguelite,Artificial,Intelligence,Drama,Futuristic,Multiplayer,Early,Access"
Strategy Games/Talberon Games Franchise,2025,Talberon Games,Superstar Strategy,"win,linux",None,,,"Tactical,RPG,Turn-Based,Tactics,PvP,Strategy,RPG,Turn-Based,Strategy,JRPG,Tactical,Strategy,Retro,RPG,Pixel,Graphics,War,Fantasy,Grid-Based,Movement,2D,Turn-Based,Combat,Anime,Colorful,Swordplay,Cute"
Strategy Games/Europa Universalis - Official Franchise,"13 Aug, 2013",Paradox Development StudioParadox Tinto,Europa Universalis IV,"win,mac,linux","231,99zł",Very Positive,88981,"Grand,Strategy,Strategy,Historical,Simulation,4X,Alternate,History,Military,Wargame,Diplomacy,Economy,Replay,Value,Sandbox,Political,Real-Time,with,Pause,Moddable,Nonlinear,Co-op,Singleplayer,Management,Multiplayer"
Indie Games,Coming soon,liangxiegame,Indie Game Farmer,win,None,,,"Casual,Simulation,RPG,Farming,Sim,Life,Sim,Time,Management,2D,Top-Down,Pixel,Graphics,Indie,Agriculture,Relaxing,Management,Female,Protagonist,Singleplayer"
Indie Games/Indie Nights/Downloadable Content,Coming soon,Xio-Fret Games,VENGE - Indie Nights,win,None,,,Indie
Indie Games/Raw Fury Games Franchise,"10 Apr, 2025",Dogubomb,Blue Prince,win,"119,99zł",Very Positive,5185,"Puzzle,Exploration,Mystery,Investigation,Singleplayer,Story,Rich,Adventure,First-Person,Indie,Roguelite,Atmospheric,Simulation,Escape,Room,3D,Nonlinear,Level,Editor,Strategy,Stylized,Replay,Value,Roguelike"
Casual Games/ZoroArts Franchise,To be announced,Zoroarts,Ultimate Indie Racing,win,None,,,"Racing,Indie,Casual,Multiplayer,Local,Multiplayer,3D,Colorful,Split,Screen,Stylized,Funny,PvP,4,Player,Local,Singleplayer"
Utilities,"16 Nov, 2018",Wallpaper Engine Team,Wallpaper Engine,win,"19,99zł",Overwhelmingly Positive,822636,"Mature,Utilities,Anime,Software,Design,&,Illustration,Animation,&,Modeling,First-Person,NSFW,Indie,Memes,Cute,Action,Singleplayer,Funny,Early,Access,Photo,Editing,Sandbox,Horror,Gaming,Game,Development"
Indie Games,"30 May, 2020",Egor MagurinShilov,Indie Dev Simulator,"win,mac","31,99zł",Mixed,70,"Simulation,Strategy,Indie"
Simulation Games,"8 Dec, 2016",Lost Decade Games,Indie Game Sim,"win,mac",None,Positive,42,"Indie,Simulation,Action,Platformer,Pixel,Graphics"
Indie Games,"7 Oct, 2019",Eternal One Games,Super Indie Square,win,"77,99zł",Positive,18,"Indie,Difficult,Platformer,2D,2D,Platformer,Action,Minimalist,Precision,Platformer,Pixel,Graphics,Casual,Singleplayer,Puzzle,Platformer,Collectathon,Walking,Simulator,Score,Attack,Colorful,Action-Adventure,Retro,Family,Friendly,Adventure"
Adventure Games,"24 May, 2017",BrainStrainStudios,P-Walker's Simulation,win,"10,99zł",Mixed,14,"Early,Access,Simulation,Action,Adventure,Indie,Violent,Nudity,Racing"
Simulation Games,"30 Nov, 2016",VIS-Games,Roadworks - The Simulation,win,"22,99zł",Mixed,23,Simulation
Strategy Games,"23 Sep, 2024",KANNADE,Future Simulation World,win,"53,99zł",Mixed,20,"Simulation,Strategy,Indie"
Simulation Games,"21 Nov, 2016",Xemory LLC,Xemo® : Robot Simulation,"win,mac",Free To Play,Mixed,69,"Simulation,Early,Access"
Education,"24 Feb, 2021",SilverSun Pictures,Refrigerant Recovery Simulation,win,Free,Positive,25,"Education,Simulation,Realistic,3D,Immersive,Sim,Building,Physics,Tutorial,First-Person,Singleplayer,Point,&,Click"
Indie Games,"1 Apr, 2015",Sometimes You,Make it indie!,"win,mac,linux","4,49zł",Mixed,400,"Indie,Adventure,Simulation,Interactive,Fiction"
Free To Play Games,"9 Jul, 2024",Starry Studio,Once Human,win,Free To Play,Mostly Positive,127135,"Multiplayer,Free,to,Play,Survival,Open,World,Survival,Craft,Open,World,Horror,Co-op,Strategy,Shooter,Post-apocalyptic,Base,Building,Simulation,Online,Co-Op,Singleplayer,Action,MMORPG,Adventure,Character,Customization,3D,Strategy,RPG"
Simulation Games,"25 Apr, 2022",Soner ÇakırIottech Bilişim Danışmanlık Limited Şirketi,Ambulance Emergency Simulation,win,"36,99zł",Positive,11,"Simulation,Casual,Platformer,Life,Sim,Automobile,Sim,Medical,Sim,3D,Driving,Nature,Logic,Modern,Indie,Transportation,Open,World,Singleplayer,First-Person"
Racing Games/Assetto Corsa Official Franchise,"19 Dec, 2014",Kunos Simulazioni,Assetto Corsa,win,"84,84zł",Very Positive,115973,"Racing,Automobile,Sim,Simulation,Driving,Multiplayer,VR,Realistic,Sports,Moddable,Open,World,Controller,Singleplayer,Physics,First-Person,Replay,Value,Indie,Action,3D,Vision,TrackIR,Artificial,Intelligence"
Simulation Games,"14 Aug, 2020",Wube Software LTD.,Factorio,"win,mac,linux",Factorio Demo,Overwhelmingly Positive,170074,"Automation,Base,Building,Resource,Management,Sandbox,Crafting,Strategy,Multiplayer,Survival,Management,Open,World,Building,Co-op,2D,Moddable,Singleplayer,Trains,Simulation,Pixel,Graphics,City,Builder,Indie"
Simulation Games,"18 Sep, 2012",VIS-Games,Firefighters - The Simulation,win,"36,99zł",Mixed,71,"Simulation,Action"
Simulation Games/PlayWay S.A. Franchise,"2 May, 2025",Tovarishch Games,Liquor Store Simulator,win,"31,99zł",Positive,26,"Simulation,Management,Economy,Singleplayer,Trading,Immersive,Sim,Indie,First-Person,Realistic,Resource,Management,Casual,Early,Access,Life,Sim,Capitalism,Design,&,Illustration,Sandbox,Family,Friendly,Atmospheric,Relaxing,3D"
Simulation Games,"6 Oct, 2021",Gaming-Apps.com,Water Physics Simulation,win,"40,99zł",Very Positive,76,"Simulation,Sandbox,Physics,Destruction,Building,Automobile,Sim,God,Game,2D,Relaxing,Indie,Casual,Minimalist,Singleplayer,Cartoon"
Action Games/Arma Franchise Franchise,"12 Sep, 2013",Bohemia Interactive,Arma 3,"win,mac","547,78zł",Very Positive,215015,"Military,Action,Multiplayer,Shooter,Simulation,Realistic,First-Person,Open,World,Tactical,FPS,War,Co-op,Strategy,Sandbox,Singleplayer,Moddable,Combat,Online,Co-Op,Team-Based,Third-Person,Shooter"
Sports Games/NBA 2K Franchise Franchise,"28 Oct, 2024",Visual Concepts,NBA 2K25,win,"319,00zł",Mixed,19088,"Sports,Basketball,Simulation,eSports,3D,Controller,Management,PvP,Character,Customization,Immersive,Sim,Team-Based,Trading,Co-op,Local,Co-Op,Multiplayer,Local,Multiplayer,Online,Co-Op,Singleplayer,4,Player,Local,Gambling"
Simulation Games,"29 May, 2015",BeamNG,BeamNG.drive,win,"89,99zł",Overwhelmingly Positive,292889,"Simulation,Driving,Physics,Destruction,Realistic,Automobile,Sim,Sandbox,Open,World,Racing,Moddable,Multiplayer,Singleplayer,Early,Access,First-Person,Third,Person,Funny,Exploration,Adventure,Action,Flight"
Simulation Games,"5 Jun, 2020",Pavel Kudinov,Space Simulation Toolkit,win,"64,39zł",Mostly Positive,343,"Simulation,Early,Access,Indie,Physics,Sandbox,Free,to,Play,Artificial,Intelligence,2D,Space,Space,Sim,Education,2D,Platformer,Exploration,Roguelite,1980s,1990's,Singleplayer,Building"
Adventure Games,To be announced,Playmestudio,The Simulation,win,None,,,"Adventure,Horror,Mystery,Puzzle,Exploration,Game,Development,3D,First-Person,VR,Surreal,Linear,Story,Rich,Realistic,Sci-fi,Thriller,Investigation,Psychological,Dark,Singleplayer"
Simulation Games,"12 Nov, 2024",Giants Software,Farming Simulator 25,"win,mac","283,46zł",Very Positive,20734,"Simulation,Farming,Sim,Realistic,3D,Immersive,Sim,First-Person,Time,Management,Economy,Multiplayer,Third,Person,Building,Management,Atmospheric,Nature,Relaxing,Online,Co-Op,Farming,Physics,Singleplayer,Moddable"
Adventure Games,"25 May, 2021",007berd,Simulation world,win,"21,99zł",Positive,28,"Adventure,Puzzle,Story,Rich,Puzzle,Platformer,Point,&,Click,Platformer,2D,Platformer,Side,Scroller,2D,Cute,Pixel,Graphics,Stylized,Hand-drawn,Open,World,Logic,Sci-fi,Singleplayer,Casual,Nonlinear,Multiple,Endings"
Simulation Games/SCS Software Franchise,"18 Oct, 2012",SCS Software,Euro Truck Simulator 2,"win,mac,linux","79,99zł",Overwhelmingly Positive,653062,"Driving,Transportation,Simulation,Open,World,Automobile,Sim,Realistic,Moddable,Relaxing,Exploration,Economy,Immersive,Sim,Management,Atmospheric,Multiplayer,Controller,Family,Friendly,Third,Person,Adventure,Casual,Indie"
Adventure Games/Pine Studio Franchise,"19 Oct, 2021",Pine Studio,Escape Simulator,"win,mac,linux","59,99zł",Very Positive,14572,"Puzzle,Co-op,Multiplayer,Escape,Room,First-Person,Adventure,Online,Co-Op,Mystery,Controller,Singleplayer,Family,Friendly,Casual,Simulation,Indie,VR,Story,Rich,Investigation,Point,&,Click,Exploration,Level,Editor"
Sports Games/EA Sports Franchise,"26 Sep, 2024",EA CanadaEA Romania,EA SPORTS FC™ 25,win,"5,00zł",Mixed,62797,"Sports,Simulation,Football,(Soccer),Controller,Multiplayer,eSports,Competitive,Local,Co-Op,Family,Friendly,Local,Multiplayer,Singleplayer,Online,Co-Op,PvP,Modern,Realistic,Co-op,Soundtrack,Split,Screen,Free,to,Play,LGBTQ+"
Indie Games/ProjectMoon_Official Franchise,"9 Apr, 2018",ProjectMoon,Lobotomy Corporation | Monster Management Simulation,win,"89,99zł",Very Positive,39808,"Management,Difficult,Story,Rich,Psychological,Horror,Simulation,Horror,Gore,Great,Soundtrack,Singleplayer,Indie,Strategy,2D,Cute,Lovecraftian,Anime,Atmospheric,RTS,Roguelike,Roguelite,Visual,Novel"
Adventure Games/Pine Studio Franchise,To be announced,Pine Studio,Escape Simulator 2,"win,mac,linux",None,,,"Escape,Room,First-Person,Online,Co-Op,Puzzle,Simulation,Mystery,Multiplayer,Adventure,Co-op,Point,&,Click,Exploration,Singleplayer,3D,Realistic,Atmospheric,Family,Friendly,Logic,Character,Customization,Level,Editor,Co-op,Campaign"
Massively Multiplayer Games,"15 Aug, 2013",Gaijin Entertainment,War Thunder,"win,mac,linux",Free To Play,Mostly Positive,618233,"Free,to,Play,Simulation,Vehicular,Combat,Combat,World,War,II,Flight,VR,War,Military,Tanks,Multiplayer,Naval,Combat,Modern,Massively,Multiplayer,Cold,War,Realistic,Shooter,Action,Third,Person,Third-Person,Shooter"
Strategy Games,"31 Aug, 2018",Starni Games,Panzer Strategy,win,"107,99zł",Mixed,432,"Board,Game,Turn-Based,Tactics,Education,Turn-Based,Difficult,Turn-Based,Strategy,Strategy,Historical,Tanks,Turn-Based,Combat,Realistic,Military,Tactical,World,War,II,Hex,Grid,War,Singleplayer,Indie,Replay,Value,Early,Access"
Strategy Games/Saber Interactive Franchise,"21 Apr, 2025",Slipgate Ironworks™,Tempest Rising,win,"159,90zł",Very Positive,4890,"RTS,Strategy,Base,Building,Singleplayer,Multiplayer,Isometric,3D,Real-Time,War,Action,PvP,Action,RTS,Great,Soundtrack,Military,Wargame,Futuristic,FMV,Cinematic,Top-Down,Modern"
Strategy Games/Age of Empires Franchise Franchise,"14 Nov, 2019",World's EdgeForgotten EmpiresTantalus MediaWicked WitchCaptureAgeWorld's Edge,Age of Empires II: Definitive Edition,win,"254,67zł",Very Positive,140988,"Strategy,RTS,City,Builder,Multiplayer,Base,Building,Historical,Singleplayer,Medieval,Resource,Management,Classic,Tactical,Real-Time,Co-op,Remake,Isometric,2D,Replay,Value,Action,Adventure,Great,Soundtrack"
Free To Play Games,"21 Dec, 2017",PUBG Corporation,PUBG: BATTLEGROUNDS,win,Free To Play,Mixed,2543533,"Survival,Shooter,Battle,Royale,Multiplayer,FPS,PvP,Third-Person,Shooter,Action,Online,Co-Op,Tactical,Co-op,First-Person,Strategy,Early,Access,Competitive,Third,Person,Team-Based,Difficult,Simulation,Stealth"
Simulation Games/eCho Software Franchise,"10 Nov, 2024",eCho Software,Simulation,"win,mac,linux","17,99zł",Positive,10,"Simulation,Time,Management,Interactive,Fiction,Sci-fi,Dystopian,Utilities,Point,&,Click,2D,Top-Down,Nonlinear,Indie,Pixel,Graphics,1980s,Farming,Sim,Singleplayer,RTS,Automation"
Action Games/Offworld Franchise,"23 Sep, 2020",Offworld,Squad,win,"85,53zł",Very Positive,154185,"Military,Realistic,FPS,Multiplayer,Tactical,Shooter,Team-Based,War,First-Person,Action,Massively,Multiplayer,Strategy,Modern,Simulation,Wargame,Base,Building,Open,World,Atmospheric,Immersive,Sim,PvP"
Simulation Games/Anno Franchise Franchise,"16 Apr, 2019",Ubisoft Mainz,Anno 1800,win,"930,74zł",Very Positive,22358,"City,Builder,Strategy,Simulation,Economy,Multiplayer,Resource,Management,Sandbox,RTS,Co-op,Singleplayer,Exploration,Management,Historical,Building,Political,Politics,Choose,Your,Own,Adventure,Story,Rich,Choices,Matter,Multiple,Endings"
RPG Games,"13 Oct, 2022",Square EnixARTDINK,TRIANGLE STRATEGY,win,"99,92zł",Very Positive,2520,"Turn-Based,Tactics,Strategy,RPG,RPG,JRPG,Strategy,Politics,Pixel,Graphics,War,Grid-Based,Movement,Simulation,2D,Tactical,Tabletop,Story,Rich,Singleplayer,Turn-Based,Combat,Tactical,RPG,Choices,Matter,Cats,Great,Soundtrack"
Strategy Games/Hearts of Iron - Official Franchise,"6 Jun, 2016",Paradox Development Studio,Hearts of Iron IV,"win,mac,linux","712,64zł",Very Positive,235132,"Strategy,World,War,II,Grand,Strategy,War,Historical,Military,Alternate,History,Multiplayer,Simulation,Tactical,Singleplayer,Real-Time,with,Pause,RTS,Diplomacy,Sandbox,Co-op,Strategy,RPG,Open,World,Competitive,Action"
Strategy Games/Paradox Interactive - Official Franchise,"9 May, 2016",Paradox Development Studio,Stellaris,"win,mac,linux","184,99zł",Very Positive,125375,"Space,Grand,Strategy,Strategy,Sci-fi,4X,Exploration,Sandbox,Simulation,Multiplayer,Singleplayer,Real-Time,with,Pause,Moddable,Management,Diplomacy,Military,Futuristic,Replay,Value,Great,Soundtrack,Procedural,Generation,Atmospheric"
Simulation Games/Xbox Game Studios Franchise,"17 Aug, 2020",Asobo Studio,Microsoft Flight Simulator 40th Anniversary Edition,win,"129,50zł",Mostly Positive,62540,"Simulation,Flight,Realistic,Multiplayer,Open,World,VR,Singleplayer,Real-Time,Atmospheric,Physics,Adventure,Colorful,Family,Friendly,Beautiful,TrackIR,Surreal,Controller,Epic,Short,Psychological,Horror"
Action Games,"13 Dec, 2023",VOID Interactive,Ready or Not,win,"169,99zł",Very Positive,182671,"Tactical,Realistic,FPS,Shooter,Multiplayer,Singleplayer,Co-op,Horror,First-Person,Action,Violent,Combat,Gun,Customization,Crime,Gore,Modern,Psychological,Horror,Atmospheric,America,Co-op,Campaign"
Adventure Games,"27 Sep, 2022",Obsidian Entertainment,Grounded,win,"17,99zł",Very Positive,64903,"Survival,Multiplayer,Co-op,Open,World,Survival,Craft,Base,Building,Crafting,Adventure,Open,World,Horror,Online,Co-Op,Exploration,Action,Sandbox,First-Person,Singleplayer,RPG,Third,Person,Cute,Funny,Early,Access"
Action Games,Coming soon,Embark Studios,ARC Raiders,win,None,,,"Extraction,Shooter,PvP,PvE,Third-Person,Shooter,Multiplayer,Shooter,Survival,Online,Co-Op,Action,Crafting,Post-apocalyptic,Sci-fi,Atmospheric,Realistic,Inventory,Management,Open,World,Character,Customization,Third,Person,Futuristic,Combat"
Adventure Games/Axolot Games Franchise,"20 Jun, 2022",Redbeet Interactive,Raft,win,"71,99zł",Very Positive,293463,"Survival,Multiplayer,Open,World,Survival,Craft,Co-op,Crafting,Open,World,Building,Base,Building,Online,Co-Op,Adventure,Sandbox,First-Person,Singleplayer,Underwater,Simulation,Early,Access,Action,Indie,Strategy,Massively,Multiplayer"
